"";"ID";"Exact.age";"Age..BNC1994.groups.";"Age.range";"Gender";"Nationality";"Place.of.birth";"Country.of.birth";"First.language";"Linguistic.origin";"Accent.dialect.as.reported";"City.town.living";"Country.living";"Duration.living..years.";"Dialect.at.Level.1";"Dialect.at.Level.2";"Dialect.at.Level.3";"Dialect.at.Level.4";"Highest.qualification";"Occupation..title";"Class..Social.grade";"Class..NS.SEC";"L2..if.bilingual.";"Foreign.languages.spoken";"Part.of.core.set.of.speakers";"No..Utterance.units.linked.to.this.Speaker.ID";"total";"age_numeric";"include";"age_bins"
"598";"S0618";42;"35-44";"40-49";"Female";"British";"Cambridge";"England";"English";"England";"Cambridge/Southern England";"Tarnow";"Poland";"3 months on and off";"uk";"england";"south";"unspecified";"Graduate";"unemployed/ Some part-time private TEFL teacher/ Semi-retired";"E";"8";"";"";"In core set";8,112;97580;42;TRUE;"40-49"
"599";"S0619";24;"15-24";"19-29";"Female";"British";"Bury, Lancashire";"England";"English";"England";"Nort West: Lancs, Greater Manchester";"Tarnow";"Poland";"nearly 4 months";"uk";"england";"north";"northwest";"Postgrad";"Teacher of English as a foreign Language";"B";"2";"";"";"In core set";8,216;81316;24;TRUE;"20-29"
"600";"S0620";19;"15-24";"19-29";"Female";"British";"Stockport, UK";"England";"English";"England";"British";"Lancaster";"England";"18 months";"uk";"unspecified";"unspecified";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";589;3726;19;TRUE;"10-19"
"601";"S0621";8;"0-14";"0-10";"Female";"British";"Milton Keynes";"England";"English";"England";"Southern English";"Milton Keynes";"England";"8";"uk";"england";"south";"unspecified";"Unknown";"n/a";"E";"* (uncategorised)";"";"Imogen has just started French and Spanish at school. At this point she only knows a few dozen words of these languages -- level unspecified";"In core set";205;1307;8;TRUE;"0-9"
"602";"S0622";8;"0-14";"0-10";"Female";"British";"Milton Keynes";"England";"English";"England";"Southern English";"Milton Keynes";"England";"8";"uk";"england";"south";"unspecified";"Unknown";"n/a";"E";"* (uncategorised)";"";"Imogen has just started French and Spanish at school. At this point she only knows a few dozen words of these languages -- level unspecified";"In core set";2,265;16250;8;TRUE;"0-9"
"603";"S0623";20;"15-24";"19-29";"Female";"British";"Manchester";"England";"English";"England";"Mancunian";"Lancaster";"England";"1 1/2 years";"uk";"england";"north";"northwest";"Graduate";"student";"E";"* (uncategorised)";"";"";"In core set";4,317;32525;20;TRUE;"20-29"
"604";"S0624";27;"25-34";"19-29";"Female";"British";"Watford";"England";"English";"England";"Southern";"London";"England";"10";"uk";"england";"south";"unspecified";"Postgrad";"Architect";"A";"01:02";"";"";"Not in core set";1,807;16348;27;TRUE;"20-29"
"605";"S0625";59;"45-59";"50-59";"Female";"British";"Watford";"England";"English";"England";"North London";"Watford";"England";"All my life";"uk";"england";"south";"london";"Sixth-form";"Teaching Assistant";"C1";"3";"";"French -- level unspecified";"In core set";241;1999;59;TRUE;"50-59"
"606";"S0626";29;"25-34";"19-29";"Male";"British";"Wirlpoole";"England";"England";"England";"Northern";"London";"England";"3 years";"uk";"england";"north";"unspecified";"Graduate";"Film-maker";"B";"2";"";"";"In core set";668;5258;29;TRUE;"20-29"
"607";"S0627";25;"25-34";"19-29";"Female";"British";"Winchester";"England";"England";"England";"R.P.";"London";"Britain";"-";"uk";"england";"unspecified";"unspecified";"Graduate";"Architectural Assistant";"B";"2";"";"Spanish -- level unspecified";"Not in core set";729;8380;25;TRUE;"20-29"
"608";"S0628";29;"25-34";"19-29";"Female";"British";"Kensal Rise";"England";"English";"England or Pakistan";"London";"London";"England";"29 ( minus years at university)";"uk";"england";"south";"london";"Graduate";"Freelance journalist";"B";"2";"";"Urdu -- A small amount";"In core set";570;5791;29;TRUE;"20-29"
"609";"S0629";30;"25-34";"30-39";"Male";"British";"Stoke";"England";"England";"England";"Southern";"Copenhagen";"Denmark";"18 months";"uk";"england";"south";"unspecified";"Postgrad";"Architect";"A";"01:02";"";"";"In core set";314;2419;30;TRUE;"30-39"
"610";"S0630";80;"60+";"80-89";"Male";"British";"Great Bircham, England";"England";"England";"England";"Norfolk";"Snettisham";"England";"15 years";"uk";"england";"south";"eastern_engl";"Secondary";"retired";"E";"8";"";"";"Not in core set";124;569;80;TRUE;"70+"
"611";"S0631";27;"25-34";"19-29";"Female";"British";"Hereford";"England";"England";"England";"Neutral";"London";"England";"2 years 6 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Pharmacy Dispenser";"D";"6";"";"";"Not in core set";598;7867;27;TRUE;"20-29"
"612";"S0632";26;"25-34";"19-29";"Female";"British";"Kings Lynn, Norfolk, UK";"England";"England";"England";"Neutral";"London";"England";"4 years";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"Carer/ Freelance Illustrator and writer";"D";"6";"";"";"In core set";3,083;28815;26;TRUE;"20-29"
"613";"S0633";41;"35-44";"40-49";"Male";"British";"Worcester";"England";"England";"England";"Herefordshire";"Eardisland";"England";"14 months";"uk";"england";"midlands";"w_midlands";"Secondary";"Countryside Manager (for the National Trust)";"B";"2";"";"";"Not in core set";159;1019;41;TRUE;"40-49"
"614";"S0634";52;"45-59";"50-59";"Female";"British";"Dudley";"England";"England";"England";"Midlands";"Eardisland";"England";"14 months";"uk";"england";"midlands";"unspecified";"Secondary";"Tea room assistant";"D";"6";"";"";"In core set";319;1346;52;TRUE;"50-59"
"615";"S0635";26;"25-34";"19-29";"Male";"British";"Perth";"Scotland";"English";"England";"Non- regional - slight influence of American mother, lived in Cambridgeshire most of my life";"London";"England";"4";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Illustrator and careworker";"D";"6";"";"";"In core set";1,746;11440;26;TRUE;"20-29"
"616";"S0636";79;"60+";"70-79";"Female";"British";"Castletown, Cork";"Ireland";"English";"England";"Norfolk";"Snettisham";"England";"15 years";"uk";"england";"south";"eastern_engl";"Secondary";"retired";"E";"8";"";"";"Not in core set";426;5531;79;TRUE;"70+"
"617";"S0637";50;"45-59";"50-59";"Male";"British";"London";"England";"English";"England";"Neutral";"Bromyard";"England";"10";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"electronics engineer - company director";"A";"01:01";"";"";"Not in core set";499;4368;50;TRUE;"50-59"
"618";"S0638";48;"45-59";"40-49";"Female";"British";"Kings Lynn, Norfolk, UK";"England";"English";"England";"Neutral";"Bromyard";"England";"10 years";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"Young Carer Community Development Worker";"B";"2";"";"";"Not in core set";819;7907;48;TRUE;"40-49"
"619";"S0639";44;"35-44";"40-49";"Female";"British";"London";"England";"English";"England";"South London";"Hastings";"England";"11 years";"uk";"england";"south";"london";"Sixth-form";"Teaching Assistant";"C1";"3";"";"";"In core set";497;2059;44;TRUE;"40-49"
"620";"S0640";47;"45-59";"40-49";"Male";"British";"Yeovil";"England";"English";"England";"North West/ Cumbria";"Hastings";"England";"21 years";"uk";"england";"north";"northwest";"Postgrad";"Senior Systems Engineer";"A";"01:02";"";"";"Not in core set";576;5205;47;TRUE;"40-49"
"621";"S0641";24;"15-24";"19-29";"Male";"British";"Burton";"England";"English";"England";"no";"Burntwood";"England";"24 years";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"director";"B";"2";"";"";"Not in core set";1,582;14781;24;TRUE;"20-29"
"622";"S0642";71;"60+";"70-79";"Male";"British";"Dartmoor";"England";"English";"England";"West Country";"Chard";"England";"3 years";"uk";"england";"south";"southwest";"Graduate";"Retired Senior Lecturer";"E";"8";"";"";"In core set";165;1540;71;TRUE;"70+"
"623";"S0643";NA;"Unknown";"Unknown";"Male";"";"";"";"";"";"None indicated";"";"";"";"unspecified";"unspecified";"unspecified";"unspecified";"Unknown";"";"Unknown";"Unknown";"";"";"Not in core set";441;2461;NA;TRUE;NA
"624";"S0644";36;"35-44";"30-39";"Female";"English/British";"Enfield, UK";"England";"English";"England";"London/ South-East";"London";"UK";"36 years";"uk";"england";"south";"unspecified";"Postgrad";"Office worker (temp)";"D";"6";"";"Brazilian Portuguese -- basic";"In core set";1,747;21202;36;TRUE;"30-39"
"625";"S0645";32;"25-34";"30-39";"Male";"British";"Manchester";"England";"English";"England";"Mancunian";"London";"England";"3 years, 7 months";"uk";"england";"north";"northwest";"Sixth-form";"Facilities Manager";"A";"01:01";"";"";"In core set";502;9498;32;TRUE;"30-39"
"626";"S0646";57;"45-59";"50-59";"Female";"British";"Kingston on Thames";"England";"English";"England";"none";"London";"England";"35 years";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Communications Consultant";"B";"2";"";"";"Not in core set";335;5683;57;TRUE;"50-59"
"627";"S0647";82;"60+";"80-89";"Male";"British";"London";"England";"English";"UK";"London";"Calver";"UK";"21 years";"uk";"england";"south";"london";"Secondary";"PR director";"A";"01:01";"";"";"In core set";206;2433;82;TRUE;"70+"
"628";"S0648";45;"45-59";"40-49";"Female";"British";"London";"England";"English";"UK";"London";"London";"UK";"45";"uk";"england";"south";"london";"Graduate";"Radio Producer";"B";"2";"";"";"In core set";71;1095;45;TRUE;"40-49"
"629";"S0649";79;"60+";"70-79";"Female";"British";"Aldershot, Hampshire";"England";"English";"UK";"Received Pronunciation";"Calver, Derbyshire";"UK";"21 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Retired Teacher";"E";"8";"";"French -- level unspecified";"Not in core set";224;2408;79;TRUE;"70+"
"630";"S0650";80;"60+";"80-89";"Male";"British";"Westminster";"England";"English";"England";"None";"London";"UK";"21 years";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"Retired";"E";"8";"";"";"Not in core set";518;7348;80;TRUE;"70+"
"631";"S0651";58;"45-59";"50-59";"Male";"British";"Rotherham S/Yorks";"England";"English";"England";"Yorkshire";"Maidstone, Kent";"UK";"10 years";"uk";"england";"north";"yorkshire";"Postgrad";"CEO";"A";"01:01";"";"";"Not in core set";403;9273;58;TRUE;"50-59"
"632";"S0652";30;"25-34";"30-39";"Male";"British";"";"England";"English";"England";"Southern";"Cambridge";"UK";"";"uk";"england";"south";"unspecified";"Sixth-form";"Account executive at Prospect Research";"B";"2";"";"";"Not in core set";1,256;7792;30;TRUE;"30-39"
"633";"S0653";39;"35-44";"30-39";"Female";"British";"Dartford, Kent";"England";"English";"England";"non (Southern?)";"Comberton";"UK";"5";"uk";"england";"south";"unspecified";"Postgrad";"Teacher";"B";"2";"";"";"In core set";14,57;157667;39;TRUE;"30-39"
"634";"S0654";7;"0-14";"0-10";"Female";"British";"Norwich";"England";"English";"UK";"non (Southern?)";"Comberton";"UK";"5";"uk";"england";"south";"unspecified";"Primary";"n/a";"E";"* (uncategorised)";"";"Spanish -- level unspecified";"In core set";9,175;61719;7;TRUE;"0-9"
"635";"S0655";9;"0-14";"0-10";"Male";"British";"Bury St Edmunds";"England";"English";"UK";"non (Southern?)";"Comberton";"UK";"5";"uk";"england";"south";"unspecified";"Primary";"n/a";"E";"* (uncategorised)";"";"Spanish -- level unspecified";"In core set";9,502;60570;9;TRUE;"0-9"
"636";"S0656";23;"15-24";"19-29";"Male";"British";"West Bromwich";"England";"English";"England";"No";"Sutton Coldfield";"UK";"1 year";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"Patent Attorney";"B";"2";"";"Spanish -- level unspecified";"Not in core set";144;826;23;TRUE;"20-29"
"637";"S0660";24;"15-24";"19-29";"Female";"British";"Nanwich, Cheshire";"England";"English";"England";"South Cheshire/ Manchester";"Manchester";"England";"6 years 3 months";"uk";"england";"north";"northwest";"Graduate";"Artist/ Designer in residence at the Manchester College";"B";"2";"";"";"Not in core set";477;5071;24;TRUE;"20-29"
"638";"S0661";30;"25-34";"30-39";"Male";"British";"Manchester";"England";"English";"England";"Mancunian";"Manchester";"England";"30 years";"uk";"england";"north";"northwest";"Postgrad";"Project Manager";"A";"01:02";"";"";"In core set";878;7098;30;TRUE;"30-39"
"639";"S0662";91;"60+";"90-99";"Female";"British";"Withington";"England";"English";"England";"Mancunian";"Sale";"England";"56";"uk";"england";"north";"northwest";"Secondary";"retired";"E";"8";"";"";"In core set";981;11996;91;TRUE;"70+"
"640";"S0663";56;"45-59";"50-59";"Female";"British";"Sale";"England";"English";"England";"None indicated";"Sale";"England";"56";"unspecified";"unspecified";"unspecified";"unspecified";"Secondary";"Sales";"D";"6";"";"";"In core set";1,443;16585;56;TRUE;"50-59"
"641";"S0664";85;"60+";"80-89";"Female";"Welsh";"Cardiff";"Wales";"English";"Wales";"South Wales Welsh";"Merthyr";"Wales";"70 years";"uk";"wales";"wales";"wales";"Secondary";"";"Unknown";"Unknown";"";"";"In core set";389;2435;85;TRUE;"70+"
"642";"S0665";84;"60+";"80-89";"Male";"British";"Sleaford, Lincs";"England";"English";"Wales";"Northern English/Welsh";"Merthyr";"Wales";"40 years";"uk";"unspecified";"unspecified";"unspecified";"Secondary";"retired";"E";"8";"";"";"Not in core set";218;1050;84;TRUE;"70+"
"643";"S0666";57;"45-59";"50-59";"Female";"Welsh";"Cardiff";"Wales";"English";"Wales";"Welsh (South Wales)";"Barry";"Wales";"35 years in Barry";"uk";"wales";"wales";"wales";"Secondary";"Senior support Worker";"B";"2";"";"";"In core set";2,093;11979;57;TRUE;"50-59"
"644";"S0668";31;"25-34";"30-39";"Male";"Welsh/ Swedish";"Stockholm, Sweden";"Wales";"English";"Wales, Sweden";"South Wales";"Barry";"Wales";"26 years";"uk";"wales";"wales";"wales";"Graduate";"Housing Officer";"B";"2";"Swedish, Welsh";"";"In core set";763;7084;31;TRUE;"30-39"
"645";"S0669";19;"15-24";"19-29";"Female";"British";"Paderbarn, Germany";"Germany";"English";"England";"Southern";"Salisbury";"England";"10 years";"uk";"england";"south";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"French -- level unspecified";"Not in core set";257;2616;19;TRUE;"10-19"
"646";"S0670";20;"15-24";"19-29";"Male";"British";"Exeter";"England";"English";"England";"English";"Cardiff";"Wales";"18 months";"uk";"england";"unspecified";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"French -- level unspecified";"Not in core set";1,027;11569;20;TRUE;"20-29"
"647";"S0671";21;"15-24";"19-29";"Male";"British";"Nottingham";"England";"English";"England";"RP/ English";"Cardiff";"Wales";"18 months";"uk";"england";"unspecified";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"french -- conversational; German -- conversational";"In core set";2,519;19686;21;TRUE;"20-29"
"648";"S0672";20;"15-24";"19-29";"Male";"British";"Westminster";"England";"English";"England";"South-East London";"Cardiff";"Wales";"2 years";"uk";"england";"south";"london";"Graduate";"Student";"E";"* (uncategorised)";"";"";"Not in core set";338;3224;20;TRUE;"20-29"
"649";"S0673";21;"15-24";"19-29";"Female";"British";"Suffolk";"England";"English";"England";"None indicated";"Cardiff";"Wales";"1 year 9 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"French -- AS";"Not in core set";315;1654;21;TRUE;"20-29"
"650";"S0674";19;"15-24";"19-29";"Male";"British";"Exeter";"England";"English";"England";"None indicated";"Cullompton";"England";"19 years";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"Chef";"C2";"5";"";"";"In core set";579;5889;19;TRUE;"10-19"
"651";"S0675";20;"15-24";"19-29";"Male";"British";"";"England";"English";"England";"Posh but with farmer undertones";"Cardiff";"Wales";"1 year 9 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"French -- A-level";"Not in core set";388;3119;20;TRUE;"20-29"
"652";"S0676";21;"15-24";"19-29";"Male";"British";"Sussex";"England";"English";"England";"None indicated";"Cardiff";"Wales";"1 year 9 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"";"Not in core set";6;19;21;TRUE;"20-29"
"653";"S0677";21;"15-24";"19-29";"Female";"British";"Wales";"Wales";"English";"Wales";"Welsh";"Cardiff";"Wales";"2 years";"uk";"wales";"wales";"wales";"Graduate";"student";"E";"* (uncategorised)";"";"";"Not in core set";132;853;21;TRUE;"20-29"
"654";"S0678";21;"15-24";"19-29";"Male";"English";"St. Austell";"England";"English";"England";"South-West/RP";"Truro, Cornwall";"England";"2 years";"uk";"england";"unspecified";"unspecified";"Sixth-form";"student";"E";"* (uncategorised)";"";"";"Not in core set";474;3859;21;TRUE;"20-29"
"655";"S0679";54;"45-59";"50-59";"Female";"British";"Kent, Margate";"England";"English";"England";"None/Southern";"Cambridge";"England";"31 years";"uk";"england";"south";"unspecified";"Postgrad";"Retired (University manager)";"E";"8";"";"French -- level unspecified";"In core set";2,194;21378;54;TRUE;"50-59"
"656";"S0680";64;"60+";"60-69";"Female";"British";"Margate, Kent";"England";"English";"England";"Mostly Southern";"Leeds, West Yorks.";"England";"42 years";"uk";"england";"south";"unspecified";"Graduate";"Retired teacher";"E";"8";"";"French -- School";"In core set";1,703;22786;64;TRUE;"60-69"
"657";"S0681";69;"60+";"60-69";"Male";"British";"Surry";"England";"English";"England";"South London";"Cambridge";"England";"20";"uk";"england";"south";"london";"Postgrad";"Retired";"E";"8";"";"Dutch -- level unspecified";"In core set";475;6270;69;TRUE;"60-69"
"658";"S0682";21;"15-24";"19-29";"Male";"British";"Salford";"England";"English";"England";"Salfordian";"Salford";"England";"21 years 6 months";"uk";"england";"north";"northwest";"Secondary";"Full-time student";"E";"* (uncategorised)";"";"";"Not in core set";267;1797;21;TRUE;"20-29"
"659";"S0683";18;"15-24";"Nov 18";"Female";"British";"Aberystwyth";"Wales";"English";"UK";"Southern";"Aberystwyth";"Wales";"18";"uk";"england";"south";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";118;957;18;TRUE;"10-19"
"660";"S0684";58;"45-59";"50-59";"Female";"British";"London";"UK";"English";"UK";"RP";"Aberystwyth";"Wales";"39 years";"uk";"england";"unspecified";"unspecified";"Postgrad";"Freelance book editor";"B";"2";"";"Catonese -- grew up in Malaysia";"Not in core set";475;3872;58;TRUE;"50-59"
"661";"S0685";57;"45-59";"50-59";"Male";"British";"Nantyglo, Monmouthshire";"Wales";"English";"UK";"Welsh";"Aberystwyth";"Wales";"34 years";"uk";"wales";"wales";"wales";"Postgrad";"Professor";"A";"01:02";"";"";"In core set";328;5304;57;TRUE;"50-59"
"662";"S0686";22;"15-24";"19-29";"Male";"British";"Aberystwyth";"Wales";"English";"UK";"Neutral British";"Aberystwyth/Manchester";"Wales/England";"18 years/ 4 years (as a student)";"uk";"unspecified";"unspecified";"unspecified";"Graduate";"student";"E";"* (uncategorised)";"";"";"Not in core set";601;6972;22;TRUE;"20-29"
